date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:35:51	2263284/2263284	---M--	200	added ('OK')	image/png	etag:%222288f4-53b8994a7dde4%22	http://www.pontamedia.com/en/assets/brands/sprites/sprite@2x.png	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/assets/brands/sprites/sprite@2x.png	(from http://www.pontamedia.com/en/assets/brands/sprites/sprite.css)
10:37:25	9349/9349	---M--	200	added ('OK')	image/svg+xml	etag:%222485-53b8994a84b44%22	http://www.pontamedia.com/en/assets/ico_money.svg	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/assets/ico_money.svg	(from http://www.pontamedia.com/en/publishers)
10:37:26	1759/1759	---M--	200	added ('OK')	image/svg+xml	etag:%226df-53b8994a84b44%22	http://www.pontamedia.com/en/assets/ico_heart.svg	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/assets/ico_heart.svg	(from http://www.pontamedia.com/en/publishers)
10:37:26	5165/5165	---M--	200	added ('OK')	image/svg+xml	etag:%22142d-53b8994a84b44%22	http://www.pontamedia.com/en/assets/ico_chain.svg	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/assets/ico_chain.svg	(from http://www.pontamedia.com/en/publishers)
10:37:26	13920/13920	---M--	200	added ('OK')	image/svg+xml	etag:%223660-53b8994a84b44%22	http://www.pontamedia.com/en/assets/img_publishers_1.svg	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/assets/img_publishers_1.svg	(from http://www.pontamedia.com/en/publishers)
10:37:27	34692/34692	---M--	200	added ('OK')	image/svg+xml	etag:%228784-53b8994a84b44%22	http://www.pontamedia.com/en/assets/img_publishers_2.svg	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/assets/img_publishers_2.svg	(from http://www.pontamedia.com/en/publishers)
10:37:28	9024/9024	---M--	200	added ('OK')	image/svg+xml	etag:%222340-53b8994a84b44%22	http://www.pontamedia.com/en/assets/img_publishers_3.svg	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/assets/img_publishers_3.svg	(from http://www.pontamedia.com/en/publishers)
10:37:33	60637/60637	---M--	200	added ('OK')	image/png	etag:%22ecdd-53b8994a83ba4%22	http://www.pontamedia.com/en/assets/encuestas.png	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/assets/encuestas.png	(from http://www.pontamedia.com/en/publishers)
10:37:35	2762/2762	---M--	200	added ('OK')	image/png	etag:%22aca-53b8994a85ae4%22	http://www.pontamedia.com/en/assets/plugins/php.png	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/assets/plugins/php.png	(from http://www.pontamedia.com/en/publishers)
10:37:36	3259/3259	---M--	200	added ('OK')	image/png	etag:%22cbb-53b8994a85ae4%22	http://www.pontamedia.com/en/assets/plugins/wordpress.png	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/assets/plugins/wordpress.png	(from http://www.pontamedia.com/en/publishers)
10:37:36	2394/2394	---M--	200	added ('OK')	image/png	etag:%2295a-53b8994a85ae4%22	http://www.pontamedia.com/en/assets/plugins/mnet.png	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/assets/plugins/mnet.png	(from http://www.pontamedia.com/en/publishers)
10:37:37	2650/2650	---M--	200	added ('OK')	image/png	etag:%22a5a-53b8994a85ae4%22	http://www.pontamedia.com/en/assets/plugins/java.png	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/assets/plugins/java.png	(from http://www.pontamedia.com/en/publishers)
10:37:39	4452/4452	---M--	200	added ('OK')	image/png	etag:%221164-53b8994a85ae4%22	http://www.pontamedia.com/en/assets/plugins/joomla.png	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/assets/plugins/joomla.png	(from http://www.pontamedia.com/en/publishers)
10:37:39	60300/60300	---M--	200	added ('OK')	image/png	etag:%22eb8c-53b8994a85ae4%22	http://www.pontamedia.com/en/assets/registros.png	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/assets/registros.png	(from http://www.pontamedia.com/en/publishers)
10:37:39	58669/58669	---M--	200	added ('OK')	image/png	etag:%22e52d-53b8994a83ba4%22	http://www.pontamedia.com/en/assets/contenido.png	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/assets/contenido.png	(from http://www.pontamedia.com/en/publishers)
10:37:39	61761/61761	---M--	200	added ('OK')	image/png	etag:%22f141-53b8994a82c04%22	http://www.pontamedia.com/en/assets/comentarios.png	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/assets/comentarios.png	(from http://www.pontamedia.com/en/publishers)
10:37:39	3972/3972	---M--	200	added ('OK')	image/png	etag:%22f84-53b8994a85ae4%22	http://www.pontamedia.com/en/assets/plugins/ruby.png	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/assets/plugins/ruby.png	(from http://www.pontamedia.com/en/publishers)
10:37:39	3060/3060	---M-Z	200	added ('OK')	application/javascript	etag:%22bf4-53b8994a889c4-gzip%22	http://www.pontamedia.com/en/js/waves.js	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/js/waves.js	(from http://www.pontamedia.com/en/advertisers)
10:37:40	5880/5880	---M--	200	added ('OK')	image/svg+xml	etag:%2216f8-53b8994a72264%22	http://www.pontamedia.com/en/assets/benefit_1.svg	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/assets/benefit_1.svg	(from http://www.pontamedia.com/en/advertisers)
10:37:40	4323/4323	---M--	200	added ('OK')	image/svg+xml	etag:%2210e3-53b8994a72264%22	http://www.pontamedia.com/en/assets/benefit_2.svg	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/assets/benefit_2.svg	(from http://www.pontamedia.com/en/advertisers)
10:37:41	18481/18481	---M--	200	added ('OK')	image/svg+xml	etag:%224831-53b8994a72264%22	http://www.pontamedia.com/en/assets/benefit_3.svg	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/assets/benefit_3.svg	(from http://www.pontamedia.com/en/advertisers)
10:37:41	26397/26397	---M--	200	added ('OK')	image/svg+xml	etag:%22671d-53b8994a73204%22	http://www.pontamedia.com/en/assets/blindness.svg	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/assets/blindness.svg	(from http://www.pontamedia.com/en/advertisers)
10:37:43	16344/16344	---M--	200	added ('OK')	image/png	etag:%223fd8-53b8994a85ae4%22	http://www.pontamedia.com/en/assets/logo-brand.png	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/assets/logo-brand.png	(from http://www.pontamedia.com/en/advertisers)
10:37:50	62081/62081	---M--	200	added ('OK')	image/png	etag:%22f281-53b8994a83ba4%22	http://www.pontamedia.com/en/assets/delgado.png	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/assets/delgado.png	(from http://www.pontamedia.com/en/advertisers)
10:37:53	784193/784193	UR-M--	200	added ('Partial%20Content')	image/png	etag:%22bf741-53b8994a79f64%22	http://www.pontamedia.com/en/assets/brands/sprites/sprite.png	D:/Templates/pontamedia.com_en/www.pontamedia.com/en/assets/brands/sprites/sprite.png	(from http://www.pontamedia.com/en/assets/brands/sprites/sprite.css)
